ResponseId,MainBranch,Age,Employment_Status,CodingActivities,EdLevel,DevType,Country,"LearnCode_Other_online_resources_(e.g.,_videos,_blogs,_forum,_online_community)",LearnCode_On_the_job_training,LearnCode_Books___Physical_media,"LearnCode_School_(i.e.,_University,_College,_etc)",LearnCode_Online_Courses_or_Certification,LearnCode_Other,LanguageHaveWorkedWith_Python,LanguageHaveWorkedWith_SQL,LanguageHaveWorkedWith_Bash_Shell_(all_shells),LanguageHaveWorkedWith_JavaScript,LanguageHaveWorkedWith_HTML_CSS,LanguageHaveWorkedWith_Other,DatabaseHaveWorkedWith_PostgreSQL,DatabaseHaveWorkedWith_Microsoft_SQL_Server,DatabaseHaveWorkedWith_SQLite,DatabaseHaveWorkedWith_MySQL,DatabaseHaveWorkedWith_Snowflake,DatabaseHaveWorkedWith_Other,PlatformHaveWorkedWith_Amazon_Web_Services_(AWS),PlatformHaveWorkedWith_Microsoft_Azure,PlatformHaveWorkedWith_Google_Cloud,PlatformHaveWorkedWith_Databricks,PlatformHaveWorkedWith_Digital_Ocean,PlatformHaveWorkedWith_Other
31228,I am a developer by profession,25-34,employed,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
31271,I am a developer by profession,25-34,employed,Contribute to open-source projects,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,United States of America,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
31357,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44,employed,Hobby;Contribute to open-source projects;Bootstrapping a business;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0
31442,I am a developer by profession,45-54,employed,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,United States of America,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
31630,I am a developer by profession,25-34,employed,Hobby;Bootstrapping a business,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,United States of America,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
32825,I code primarily as a hobby,18-24,employed,Hobby;Contribute to open-source projects,"Associate degree (A.A., A.S., etc.)",Data or business analyst,United States of America,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
32853,I am a developer by profession,18-24,employed,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
32956,I am a developer by profession,35-44,employed,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0
33031,I am a developer by profession,25-34,employed,Hobby;Bootstrapping a business,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
33063,I am a developer by profession,25-34,employed,School or academic work;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
33129,I am a developer by profession,35-44,employed,I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data or business analyst,United States of America,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
33147,I am a developer by profession,18-24,employed,Hobby;Contribute to open-source projects;School or academic work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
33152,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44,employed,Professional development or self-paced learning from online courses;Freelance/contract work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data or business analyst,United States of America,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
33159,I am a developer by profession,25-34,employed,Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,United States of America,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
33300,I am a developer by profession,35-44,employed,Contribute to open-source projects,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
33330,I am a developer by profession,25-34,employed,Hobby;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1
33386,I am learning to code,35-44,employed,Contribute to open-source projects;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
33407,I am a developer by profession,25-34,employed,Hobby;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,United States of America,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0
33451,I am a developer by profession,35-44,employed,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0
33533,I am a developer by profession,45-54,employed,Hobby;Contribute to open-source projects;School or academic work;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0
33558,I am a developer by profession,25-34,employed,I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
33565,I am a developer by profession,25-34,employed,Contribute to open-source projects;Other (please specify):;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1
33600,I am a developer by profession,25-34,employed,Hobby;Professional development or self-paced learning from online courses;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0
33647,I am a developer by profession,25-34,employed,Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0
33660,I am a developer by profession,25-34,employed,Hobby;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
33765,I am a developer by profession,25-34,employed,Hobby;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0
33839,I am a developer by profession,18-24,employed,Hobby;Contribute to open-source projects,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1
33929,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24,unemployed,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
33932,I am a developer by profession,25-34,employed,I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data or business analyst,United States of America,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33973,I am a developer by profession,25-34,employed,I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data or business analyst,United States of America,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
34135,I am a developer by profession,45-54,employed,Hobby;Contribute to open-source projects,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
34256,I am a developer by profession,25-34,employed,Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
34355,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44,employed,Hobby,Some college/university study without earning a degree,Data scientist or machine learning specialist,United States of America,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
34493,I am a developer by profession,35-44,employed,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0
35061,I am a developer by profession,25-34,employed,Hobby;Freelance/contract work,Some college/university study without earning a degree,Data or business analyst,United States of America,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
35247,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34,employed,Hobby;Contribute to open-source projects;Bootstrapping a business;School or academic work;Professional development or self-paced learning from online courses;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
35325,I am a developer by profession,45-54,employed,Hobby;School or academic work;Freelance/contract work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35666,I am a developer by profession,25-34,employed,Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,United States of America,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0
35873,I am a developer by profession,25-34,employed,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
35885,I am a developer by profession,55-64,employed,Professional development or self-paced learning from online courses;Freelance/contract work,Some college/university study without earning a degree,Data scientist or machine learning specialist,United States of America,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1
35933,I am a developer by profession,35-44,employed,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1
35961,I am a developer by profession,25-34,employed,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
35963,I am a developer by profession,25-34,employed,Hobby;School or academic work;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1
35964,I am a developer by profession,35-44,employed,Contribute to open-source projects,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data engineer,United States of America,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0
36037,I am a developer by profession,35-44,employed,Hobby;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,United States of America,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1
36076,I am a developer by profession,45-54,employed,Hobby;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
36125,I am a developer by profession,18-24,employed,Hobby;School or academic work;Professional development or self-paced learning from online courses,Some college/university study without earning a degree,Data scientist or machine learning specialist,United States of America,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0
36144,I am a developer by profession,18-24,employed,Hobby,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Data engineer,United States of America,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
36428,I am a developer by profession,45-54,employed,Hobby;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
36447,I am a developer by profession,25-34,employed,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1
36469,I am a developer by profession,45-54,employed,Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
36519,I am a developer by profession,18-24,employed,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
36532,I am a developer by profession,25-34,employed,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
36565,I am a developer by profession,45-54,employed,Hobby;Bootstrapping a business;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
36638,I am a developer by profession,35-44,employed,Hobby;School or academic work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,United States of America,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0
36680,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34,employed,Hobby;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
36681,I am a developer by profession,55-64,employed,Hobby;Bootstrapping a business,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
36685,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34,employed,Hobby,Some college/university study without earning a degree,Data or business analyst,United States of America,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0
36697,I am a developer by profession,25-34,employed,Hobby;Professional development or self-paced learning from online courses;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
36850,I am a developer by profession,35-44,employed,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0
36917,I am a developer by profession,25-34,employed,Hobby;Contribute to open-source projects;Bootstrapping a business;Freelance/contract work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,United States of America,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
36922,I am a developer by profession,45-54,employed,Hobby;Bootstrapping a business;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0
36947,I am a developer by profession,25-34,employed,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
37008,I am a developer by profession,25-34,employed,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1
37036,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34,employed,Professional development or self-paced learning from online courses,"Associate degree (A.A., A.S., etc.)",Data or business analyst,United States of America,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
37290,I am a developer by profession,18-24,employed,Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1
38202,I am a developer by profession,25-34,employed,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0
38242,I am a developer by profession,25-34,employed,I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1
38424,I am a developer by profession,25-34,employed,I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
38473,I am a developer by profession,35-44,employed,Hobby;Contribute to open-source projects,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,United States of America,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
38474,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44,employed,Hobby;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1
38477,I am a developer by profession,35-44,employed,Hobby;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
38498,I am a developer by profession,25-34,employed,Contribute to open-source projects,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data or business analyst,United States of America,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1
38548,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24,employed,Hobby;School or academic work;Professional development or self-paced learning from online courses,"Associate degree (A.A., A.S., etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1
38672,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44,employed,Contribute to open-source projects,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data engineer,United States of America,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1
38694,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34,employed,Hobby;Contribute to open-source projects,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data or business analyst,United States of America,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1
38706,I am a developer by profession,45-54,employed,Hobby;Professional development or self-paced learning from online courses;Freelance/contract work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data or business analyst,United States of America,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0
38733,I am a developer by profession,35-44,employed,Hobby;Contribute to open-source projects,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38746,I am a developer by profession,18-24,employed,Hobby;School or academic work;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,United States of America,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1
38860,I am a developer by profession,35-44,employed,Hobby;Contribute to open-source projects;Freelance/contract work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,United States of America,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0
38934,I am learning to code,Under 18,student,,Primary/elementary school,Data scientist or machine learning specialist,United States of America,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38945,I am a developer by profession,45-54,employed,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,United States of America,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
39053,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34,unemployed,,"Associate degree (A.A., A.S., etc.)",Data engineer,United States of America,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1
39059,I am a developer by profession,25-34,employed,Hobby;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0
39066,I am a developer by profession,25-34,employed,Hobby;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1
39134,I am a developer by profession,25-34,employed,Hobby;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,United States of America,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
39297,"I am not primarily a developer, but I write code sometimes as part of my work/studies",55-64,employed,Hobby;Other (please specify):,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data or business analyst,United States of America,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1
39299,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24,employed,School or academic work;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
39314,I am a developer by profession,45-54,employed,Hobby,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,United States of America,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0
39384,I am a developer by profession,35-44,employed,Hobby;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0
39626,I am a developer by profession,25-34,employed,Hobby;Other (please specify):;School or academic work;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
39674,I am a developer by profession,25-34,employed,Hobby;Contribute to open-source projects;Freelance/contract work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,United States of America,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1
39765,I am a developer by profession,45-54,employed,Hobby;School or academic work;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,United States of America,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
39820,I am a developer by profession,25-34,employed,Hobby;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,United States of America,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0
39826,I am a developer by profession,18-24,employed,Hobby;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
39872,I am a developer by profession,25-34,employed,Hobby,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,United States of America,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
39916,I am a developer by profession,45-54,employed,Hobby;School or academic work;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
40000,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34,employed,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
40007,I am a developer by profession,35-44,employed,Hobby;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,United States of America,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
40064,I am a developer by profession,25-34,employed,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
40116,I am a developer by profession,25-34,student,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
40423,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44,employed,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1
